SNAPSHOT,SNAPFILE,SNAPPEND,SNAPCLOS,CASEKEY,CIRCUIT,DISTRICT,OFFICE,DOCKET,GEN,SEQ,ORIGIN,ORGFLDT,FILEDATE,FILECY,FILEFY,ORGFLCHP,CRNTCHP,ORGNTRDBT,NTRDBT,JOINT,D1ZIP,D1CNTY,ORGD1FPRSE,D1FPRSE,D1CHGDT,D2ZIP,D2CNTY,ORGD2FPRSE,D2FPRSE,D2CHGDT,ORGFEESTS,FEESTS,CASETYP,ORGDBTRTYP,DBTRTYP,NOB,PRFILE,ORGEASST,EASST,ORGELBLTS,ELBLTS,ORGECRDTRS,ECRDTRS,ORGASSTCASE,ASSTCASE,SMLLBUS,PREPACK,TOTASSTS,REALPROP,PERSPROP,TOTLBLTS,SECURED,UNSECPR,UNSECNPR,DSCHRGD,NDSCHRGD,TOTDBT,CNTMNTHI,AVGMNTHI,AVGMNTHE,SRCCASE,DSTNCASE,CNSLLEAD,JNTLEAD,FLCMECFV,CLOSEDT,CLOSECY,CLOSEFY,CLCHPT,D1CPRSE,D1FDSP,D1FDSPDT,D1FDSPCY,D1FDSPFY,D2CPRSE,D2FDSP,D2FDSPDT,D2FDSPCY,D2FDSPFY,C11DVDND,C11FTRPAY,CLCMECFV,TAXEXEMPT,org_chap,crnt_chap,cl_chap,result,result2,DISTRICT_NS
2016-09-30,1,1,0,06435165145800,06,43,5,1651458,0,0,,2016-07-27,2016-07-27,2016,2016,12,12,b,b,n,405020000,21067,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,D,D,A,A,y,y,,,1887100,1740000,147100,669957,430586,0,239371,NA,NA,NA,NA,4200,3156,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYE
2016-09-30,1,1,0,06436166010800,06,43,6,1660108,0,0,,2016-02-11,2016-02-11,2016,2016,12,12,b,b,y,425440000,21199,n,n,NA,425440000,21199,n,n,NA,p,p,v,i,i,n,n,C,C,D,D,A,A,y,y,,,359769.91,219000,140769.91,479720.94,456948.84,0,22772.1,NA,NA,NA,NA,6639.66,3755.5,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYE
2016-09-30,1,1,0,06441151102300,06,44,1,1511023,0,0,,2015-10-12,2015-10-12,2015,2016,12,12,b,b,y,421640000,21003,n,n,NA,421640000,21003,n,n,NA,p,p,v,i,i,n,n,B,B,E,E,A,A,y,y,,,451469.02,165500,285969.02,1164962.8,0,0,1164962.8,1164962.8,0,1164962.8,NA,13863,11426.75,,,,,5.1.0,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYW
2016-09-30,1,1,0,06441161038200,06,44,1,1610382,0,0,,2016-04-25,2016-04-25,2016,2016,12,12,b,b,y,421340000,21213,n,n,NA,421340000,21213,n,n,NA,p,p,v,i,i,n,n,C,C,E,E,A,A,y,y,,,540950,350000,190950,2648456.29,1225540,36949.71,1385966.58,2648456.29,0,2648456.29,NA,0,5652,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYW
2016-09-30,1,1,0,06441161038300,06,44,1,1610383,0,0,,2016-04-25,2016-04-25,2016,2016,12,12,b,b,n,421340000,21213,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,2510320,2136500,373820,3513803.72,2748174,36949.71,728680.01,3513803.72,0,3513803.72,NA,7931.51,6586.35,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYW
2016-09-30,1,1,0,06441161046200,06,44,1,1610462,0,0,,2016-05-19,2016-05-19,2016,2016,12,7,b,b,y,421420000,21009,n,n,NA,421420000,21009,n,n,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,n,,,1162398.78,734000,428398.78,1076578.02,875333.43,4696.86,196547.73,1076578.02,0,1076578.02,0,0,10486.56,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,7,,open,open,KYW
2016-09-30,1,1,0,06441161069700,06,44,1,1610697,0,0,,2016-08-05,2016-08-05,2016,2016,12,12,b,b,n,421410000,21009,n,n,NA,,,,,NA,p,p,v,i,i,n,n,A,A,D,D,A,A,y,y,,,2062500,1625000,437500,3102795.32,2467288.32,0,635507,3102795.32,0,3102795.32,NA,6750,13829.9,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYW
2016-09-30,1,1,0,06441161072000,06,44,1,1610720,0,0,,2016-08-16,2016-08-16,2016,2016,12,12,b,b,n,427570000,21099,n,n,NA,,,,,NA,p,p,v,i,i,n,n,A,A,D,D,A,A,y,y,,,1314000,550000,764000,2962126,2957163,0,4963,2962126,0,2962126,NA,2767.84,2250.83,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYW
2016-09-30,1,1,0,06441161077100,06,44,1,1610771,0,0,,2016-08-29,2016-08-29,2016,2016,12,12,b,b,n,421010000,21061,n,n,NA,,,,,NA,p,p,v,i,i,n,n,C,C,E,E,A,A,y,y,,,1101446.26,503000,598446.26,3969485.31,2191493.75,0,1777991.56,3969485.31,0,3969485.31,NA,0,7913.11,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYW
2016-09-30,1,1,0,06441161083300,06,44,1,1610833,0,0,,2016-09-16,2016-09-16,2016,2016,12,12,b,b,y,421340000,21213,n,n,NA,421340000,21213,n,n,NA,p,p,v,i,i,n,n,D,D,D,D,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYW
2016-09-30,1,0,1,06444164002100,06,44,4,1640021,0,0,,2016-01-13,2016-01-13,2016,2016,12,12,b,b,y,424130000,21107,n,n,NA,424130000,21107,n,n,NA,p,p,v,i,i,n,n,D,D,D,D,A,A,y,y,,,3008819.64,2163158.75,845660.89,1671915.58,1555158.08,0,116757.5,1671915.58,0,1671915.58,0,35731.43,3034.98,,,,,5.1.1,2016-07-01,2016,2016,12,n,K,2016-06-15,2016,2016,n,K,2016-06-15,2016,2016,NA,,5.1.1,N,12,12,12,dismiss,dismiss,KYW
2016-09-30,1,1,0,06445165023200,06,44,5,1650232,0,0,,2016-04-19,2016-04-19,2016,2016,12,12,b,b,y,420640000,21055,n,n,NA,420640000,21055,n,n,NA,p,p,v,i,i,n,n,D,D,D,D,A,A,y,y,,,577340,425000,152340,773196.26,587280.5,0,185915.76,773196.26,0,773196.26,NA,5257.03,4672.87,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYW
2016-09-30,1,1,0,06445165027900,06,44,5,1650279,0,0,,2016-05-03,2016-05-03,2016,2016,12,12,b,b,y,420780000,21139,n,n,NA,420780000,21139,n,n,NA,p,p,v,i,i,n,n,D,D,E,E,A,A,y,y,,,816620,425000,391620,1965257,780428,0,1184829,1965257,0,1965257,0,8550,3725,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,KYW
2016-09-30,1,0,1,064511022054r1,06,45,1,1022054,r,1,,2010-04-23,2016-04-28,2016,2016,12,12,b,b,y,484720000,26151,n,n,NA,484720000,26151,n,n,NA,p,p,v,i,i,n,y,D,D,E,E,A,A,y,y,,,1054136,535160,518976,2018523,1599167,0,419356,NA,NA,NA,NA,39940,39903,064521053533000,,,,5.1.1,2016-05-02,2016,2016,12,n,A,2016-04-29,2016,2016,n,K,2010-05-11,2010,2010,NA,,5.1.1,N,12,12,12,discharge,dismiss,MIE
2016-09-30,1,0,1,064511022215r1,06,45,1,1022215,r,1,,2010-05-25,2016-05-17,2016,2016,12,12,b,b,n,484720000,26151,n,n,NA,,,,,NA,p,p,v,i,i,n,y,E,E,E,E,A,A,y,y,,,1041610,535160,506450,2037762.55,1606567.05,11839.5,419356,2037762.55,0,2037762.55,42.44,39939.98,39902.56,064521057211000,,,,5.1.1,2016-05-20,2016,2016,12,n,A,2016-05-17,2016,2016,,,NA,NA,NA,NA,,5.1.1,N,12,12,12,discharge,,MIE
2016-09-30,1,0,1,064511221024r1,06,45,1,1221024,r,1,,2012-03-28,2016-07-05,2016,2016,12,12,b,b,y,486170000,26035,n,n,NA,486170000,26035,n,n,NA,p,p,v,i,i,n,y,D,D,E,E,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.1.1,2016-07-14,2016,2016,12,n,A,2016-07-11,2016,2016,n,A,2016-07-11,2016,2016,NA,,5.1.1,N,12,12,12,discharge,discharge,MIE
2016-09-30,1,1,0,06451162018200,06,45,1,1620182,0,0,,2016-02-06,2016-02-06,2016,2016,12,12,b,b,y,484750000,26063,n,n,NA,484750000,26063,n,n,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,9278409,5144155,4134254,3379726,3141166,0,238560,3379726,0,3379726,NA,0,0,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIE
2016-09-30,1,1,0,06451162018300,06,45,1,1620183,0,0,,2016-02-06,2016-02-06,2016,2016,12,12,b,b,n,484750000,26063,n,n,NA,,,,,NA,p,p,v,u,u,n,n,E,E,E,E,A,A,y,y,,,0,0,0,3373984.21,3141566.21,0,232418,3373984.21,0,3373984.21,NA,NA,NA,,,064511620182000,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIE
2016-09-30,1,1,0,06451162076600,06,45,1,1620766,0,0,,2016-04-26,2016-04-26,2016,2016,12,12,b,b,n,487449721,26157,n,n,NA,,,,,NA,p,p,v,i,i,n,n,D,D,E,E,A,A,y,y,,,1057250,362000,695250,1271602.47,1171038,32500,68064.47,1271602.47,0,1271602.47,NA,2244,2173,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIE
2016-09-30,1,0,1,06451162076700,06,45,1,1620767,0,0,,2016-04-26,2016-04-26,2016,2016,12,12,b,b,y,487419701,26157,n,n,NA,487419701,26157,n,n,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,1713900,1414400,299500,1134027.36,1105634,5275.91,23117.45,1134027.36,0,1134027.36,NA,3084.95,2558,,,,,5.1.1,2016-08-02,2016,2016,12,n,K,2016-06-03,2016,2016,n,K,2016-06-03,2016,2016,NA,,5.1.1,N,12,12,12,dismiss,dismiss,MIE
2016-09-30,1,1,0,06451162116400,06,45,1,1621164,0,0,,2016-06-24,2016-06-24,2016,2016,12,12,b,b,n,497590000,26141,n,n,NA,,,,,NA,p,p,v,u,u,n,n,C,C,C,C,A,A,y,y,,,143425.14,0,143425.14,292302,180300,10000,102002,292302,0,292302,NA,NA,NA,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIE
2016-09-30,1,1,0,06451162125700,06,45,1,1621257,0,0,,2016-07-13,2016-07-13,2016,2016,12,12,b,b,y,488780000,26073,n,n,NA,488780000,26073,n,n,NA,p,p,v,i,i,n,n,E,E,C,C,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIE
2016-09-30,1,1,0,06451162159000,06,45,1,1621590,0,0,,2016-09-01,2016-09-01,2016,2016,12,12,b,b,n,484410000,26063,n,n,NA,,,,,NA,p,p,v,p,p,n,n,D,D,D,D,A,A,y,y,,,2358700,1920000,438700,1010329.75,872887,0,137442.75,1010329.75,0,1010329.75,NA,NA,NA,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIE
2016-09-30,1,1,0,06451162159200,06,45,1,1621592,0,0,,2016-09-01,2016-09-01,2016,2016,12,12,b,b,n,484410000,26063,n,n,NA,,,,,NA,p,p,v,n,n,n,n,E,E,D,D,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,064511621590000,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIE
2016-09-30,1,0,1,06452164112000,06,45,2,1641120,0,0,,2016-01-29,2016-01-29,2016,2016,12,12,b,b,n,483710000,26125,n,n,NA,,,,,NA,i,c,v,i,i,n,n,C,C,C,C,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.1.1,2016-08-29,2016,2016,12,n,K,2016-07-08,2016,2016,,,NA,NA,NA,NA,,5.1.1,N,12,12,12,dismiss,,MIE
2016-09-30,1,0,0,06452164417000,06,45,2,1644170,0,0,,2016-03-21,2016-03-21,2016,2016,12,12,b,b,n,484720000,26151,n,n,NA,,,,,NA,p,p,v,i,i,n,y,B,B,C,C,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,06454163092900i,,,5.1.1,2016-04-14,2016,2016,12,n,M,2016-04-14,2016,2016,,,NA,NA,NA,NA,,5.1.1,N,12,12,12,transfer,,MIE
2016-09-30,1,1,0,06452165207200,06,45,2,1652072,0,0,,2016-08-30,2016-08-30,2016,2016,12,12,b,b,n,481760000,26161,n,n,NA,,,,,NA,p,p,v,i,i,n,n,D,D,C,C,A,A,y,y,,,1455430,506000,949430,513663.15,462635.15,0,51028,513663.15,0,513663.15,0,18973,2935,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIE
2016-09-30,1,0,1,064541133228r1,06,45,4,1133228,r,1,,2011-07-01,2016-07-05,2016,2016,12,12,b,b,n,484440000,26087,n,n,NA,,,,,NA,p,p,v,i,i,n,y,A,A,C,C,A,A,y,y,,,518750,450000,68750,402000,402000,0,0,402000,0,402000,NA,4691,4525,,,,,5.1.1,2016-07-05,2016,2016,12,n,P,2016-05-20,2016,2016,,,NA,NA,NA,NA,,5.1.1,N,12,12,12,withheld,,MIE
2016-09-30,1,1,0,06454153254300,06,45,4,1532543,0,0,,2015-10-22,2015-10-22,2015,2016,12,12,b,b,y,484630000,26049,n,n,NA,484630000,26049,n,n,NA,p,p,v,i,i,n,y,D,D,E,E,A,A,y,y,,,584330.9,370000,214330.9,1363602.2,NA,NA,1363602.2,NA,NA,NA,NA,8718.35,4158.33,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIE
2016-09-30,1,1,0,06461160044100,06,46,1,1600441,0,0,,2016-02-02,2016-02-02,2016,2016,12,12,b,b,n,490430000,26159,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,D,D,A,A,y,y,,,1872836,1510000,362836,960738,951300,0,9438,960738,0,960738,0,6117,5945,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIW
2016-09-30,1,1,0,06461160176900,06,46,1,1601769,0,0,,2016-03-31,2016-03-31,2016,2016,12,12,b,b,y,490280000,26023,n,n,NA,490280000,26023,n,n,NA,p,p,v,i,i,n,n,E,E,D,D,A,A,y,y,,,3091702,2075252,1016450,708763.92,513041,0,195722.92,708763.92,0,708763.92,0,3758,3040,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIW
2016-09-30,1,1,0,06461160177000,06,46,1,1601770,0,0,,2016-03-31,2016-03-31,2016,2016,12,12,b,b,n,491030000,26021,n,n,NA,,,,,NA,p,p,v,u,u,n,n,D,D,C,C,A,A,y,y,,,768770,0,768770,413144.09,147740.82,0,265403.27,413144.09,0,413144.09,0,0,0,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIW
2016-09-30,1,1,0,06461160291800,06,46,1,1602918,0,0,,2016-05-27,2016-05-27,2016,2016,12,12,b,b,y,488730000,26067,n,n,NA,488730000,26067,n,n,NA,p,p,v,i,i,n,n,C,C,D,D,A,A,y,y,,,246786.52,0,246786.52,546971.03,395278.63,0,151692.4,NA,NA,NA,NA,2451,4814.64,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,MIW
2016-09-30,1,1,0,06482155656800,06,48,2,1556568,0,0,,2015-10-12,2015-10-12,2015,2016,12,7,b,b,y,430310000,39089,n,n,NA,430310000,39089,n,n,NA,p,p,v,i,i,n,y,C,C,D,D,A,A,y,y,,,539423.73,470000,69423.73,469819.47,397424.93,0,72394.54,469819.47,0,469819.47,7717.97,0,3524.21,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,7,,open,open,OHS
2016-09-30,1,1,0,06482165264900,06,48,2,1652649,0,0,,2016-04-21,2016-04-21,2016,2016,12,12,b,b,n,457710000,39105,n,n,NA,,,,,NA,p,p,v,i,i,n,n,D,D,D,D,A,A,y,y,,,571934,476000,95934,502286.79,478456.96,0,23829.83,502286.79,0,502286.79,0,2000,1734,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,OHS
2016-09-30,1,1,0,06491151434700,06,49,1,1514347,0,0,,2015-10-03,2015-10-03,2015,2016,12,7,b,b,n,371100000,47177,n,n,NA,,,,,NA,u,u,v,i,i,n,n,A,A,D,D,A,A,y,n,,,1888353,875000,1013353,1636281.4,1264140.7,73000,299140.7,NA,NA,NA,NA,3570,1765,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,7,,open,open,TNE
2016-09-30,1,1,0,06491151502500,06,49,1,1515025,0,0,,2015-11-13,2015-11-13,2015,2016,12,7,b,b,n,373570000,47177,y,n,2015-12-08,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,n,,,3086500,2312000,774500,1643000,1430000,18000,195000,NA,NA,NA,NA,NA,NA,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,7,,open,open,TNE
2016-09-30,1,1,0,06491151548300,06,49,1,1515483,0,0,,2015-12-16,2015-12-16,2015,2016,12,13,b,b,n,373450000,47051,n,n,NA,,,,,NA,p,p,v,i,i,n,y,C,C,C,C,A,A,y,y,,,236420,205700,30720,316463.37,168183.61,2020.15,146259.61,316463.37,0,316463.37,0,3582,1271,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,13,,open,open,TNE
2016-09-30,1,1,0,06491151563100,06,49,1,1515631,0,0,,2015-12-30,2015-12-30,2015,2016,12,12,b,b,n,373210000,47143,n,n,NA,,,,,NA,i,i,v,i,i,n,y,D,D,E,E,A,A,y,y,,,978734,863926,114808,1359066.96,1170740.59,20000,168326.37,1359066.96,0,1359066.96,0,10000,4168,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,TNE
2016-09-30,1,1,0,06491161010000,06,49,1,1610100,0,0,,2016-01-11,2016-01-11,2016,2016,12,12,b,b,n,373080000,47121,n,n,NA,,,,,NA,i,i,v,i,i,n,n,D,D,D,D,A,A,y,y,,,369600,0,369600,610891.95,543494.08,0,67397.87,NA,NA,NA,NA,44066,48402.34,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,TNE
2016-09-30,1,1,0,06491161053900,06,49,1,1610539,0,0,,2016-02-10,2016-02-10,2016,2016,12,12,b,b,n,373200000,47011,n,n,NA,,,,,NA,i,i,v,i,i,n,n,E,E,D,D,A,A,y,y,,,3743050,2800000,943050,867579.95,800000,11000,56579.95,NA,NA,NA,NA,4000,13179,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,TNE
2016-09-30,1,1,0,06491161127700,06,49,1,1611277,0,0,,2016-03-30,2016-03-30,2016,2016,12,12,b,b,n,373230000,47011,n,n,NA,,,,,NA,i,i,v,i,i,n,n,A,A,D,D,A,A,u,u,,,584700,566500,18200,710941.16,650000,17500,43441.16,NA,NA,NA,NA,16370.63,14825.67,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,TNE
2016-09-30,1,1,0,06492165040700,06,49,2,1650407,0,0,,2016-03-17,2016-03-17,2016,2016,12,12,b,b,n,378570000,47073,n,n,NA,,,,,NA,i,c,v,i,i,n,n,C,C,C,C,A,A,y,y,,,0,NA,NA,75883.03,74583.03,0,1300,NA,NA,NA,NA,NA,NA,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,TNE
2016-09-30,1,0,1,07521153874400,07,52,1,1538744,0,0,,2015-11-13,2015-11-13,2015,2016,12,12,b,b,n,601240000,17031,y,y,NA,,,,,NA,p,p,v,i,i,n,y,B,B,B,B,B,B,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.1.1,2015-11-13,2015,2016,12,y,X,2015-11-13,2015,2016,,,NA,NA,NA,NA,,5.1.1,N,12,12,12,other,,ILN
2016-09-30,1,0,1,07521153874600,07,52,1,1538746,0,0,,2015-11-13,2015-11-13,2015,2016,12,12,b,b,y,605320000,17031,y,y,NA,605320000,17031,y,y,NA,p,p,v,i,i,n,y,B,B,B,B,B,B,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.1.1,2015-11-13,2015,2016,12,y,X,2015-11-13,2015,2016,y,X,2015-11-13,2015,2016,NA,,5.1.1,N,12,12,12,other,other,ILN
2016-09-30,1,1,0,07521162863800,07,52,1,1628638,0,0,,2016-09-07,2016-09-07,2016,2016,12,12,b,b,n,605130000,17031,y,y,NA,,,,,NA,i,i,v,i,i,n,y,C,C,C,C,A,A,y,y,,,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ILN
2016-09-30,1,1,0,07531168107900,07,53,1,1681079,0,0,,2016-07-26,2016-07-26,2016,2016,12,12,b,b,y,615600000,17155,n,n,NA,615600000,17155,n,n,NA,p,p,v,i,i,n,n,C,C,D,D,A,A,y,y,,,261977.92,175225,86752.92,682046.28,168574.26,161479.47,351992.55,682046.28,0,682046.28,0,5554.08,5566.62,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ILC
2016-09-30,1,1,0,07533167053600,07,53,3,1670536,0,0,,2016-03-31,2016-03-31,2016,2016,12,12,b,b,n,617490000,17115,n,n,NA,,,,,NA,p,p,v,i,i,n,n,D,D,D,D,A,A,y,y,,,230732.82,97500,133232.82,401548.43,154340.64,0,247207.79,401548.43,0,401548.43,NA,8475,8594.67,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ILC
2016-09-30,1,1,0,07533167068100,07,53,3,1670681,0,0,,2016-04-22,2016-04-22,2016,2016,12,12,b,b,n,618820000,17039,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,D,D,A,A,y,y,,,691973,268705,423268,687631.02,624885,11976.01,50770.01,687631.02,0,687631.02,NA,3681.47,3758,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ILC
2016-09-30,1,1,0,07543163058300,07,54,3,1630583,0,0,,2016-04-13,2016-04-13,2016,2016,12,12,b,b,n,620520000,17083,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,1582089.21,820000,762089.21,1387352.19,1016995.97,0,370356.22,1387352.19,0,1387352.19,0,4000,3981.75,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ILS
2016-09-30,1,1,0,07543163123500,07,54,3,1631235,0,0,,2016-08-12,2016-08-12,2016,2016,12,12,b,b,y,622310000,17027,n,n,NA,622310000,17027,n,n,NA,p,p,v,i,i,n,n,E,E,E,E,B,B,y,y,,,1581549,1080000,501549,1542495.99,1274811.49,21166.71,246517.79,1542495.99,0,1542495.99,0,4553,4553.66,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ILS
2016-09-30,1,1,0,07544154112400,07,54,4,1541124,0,0,,2015-11-25,2015-11-25,2015,2016,12,12,b,b,y,628440000,17047,n,n,NA,628440000,17047,n,n,NA,p,p,v,i,i,n,n,D,D,D,D,A,A,y,y,,,711571.4,193500,518071.4,842978.64,576197.34,0,266781.3,842978.64,0,842978.64,0,3894.56,3612.08,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ILS
2016-09-30,1,1,0,07544164082400,07,54,4,1640824,0,0,,2016-09-07,2016-09-07,2016,2016,12,12,b,b,n,628590000,17065,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,B,B,y,y,,,3097923.63,1980000,1117923.63,3932730.11,2501158.33,2500,1429071.78,3932730.11,0,3932730.11,0,2000,5035,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ILS
2016-09-30,1,1,0,07546166014900,07,54,6,1660149,0,0,,2016-04-08,2016-04-08,2016,2016,12,12,b,b,y,620800000,17051,n,n,NA,620800000,17051,n,n,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,1277654.28,155000,1122654.28,2152288.41,1870747.28,0,281541.13,2152288.41,0,2152288.41,0,2825,2884,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,ILS
2016-09-30,1,1,0,07554154049400,07,55,4,1540494,0,0,,2015-10-06,2015-10-06,2015,2016,12,12,b,b,n,479260000,18015,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,B,B,y,y,,,3567353,3121000,446353,2673635.93,2128611.65,15002,530022.28,0,2673635.93,2673635.93,NA,3100,3100,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,INN
2016-09-30,1,1,0,07554154049500,07,55,4,1540495,0,0,,2015-10-06,2015-10-06,2015,2016,12,12,b,b,n,479260000,18015,n,n,NA,,,,,NA,p,p,v,i,i,n,n,E,E,E,E,A,A,y,y,,,1197169,485000,712169,1791485.15,1461172,2002,328311.15,NA,NA,NA,NA,3240,3200,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,INN
2016-09-30,1,1,0,07554154049600,07,55,4,1540496,0,0,,2015-10-06,2015-10-06,2015,2016,12,12,b,b,n,479260000,18181,n,n,NA,,,,,NA,p,p,v,u,u,n,n,D,D,E,E,A,A,y,y,,,923935,300000,623935,1065211,1011208,5002,49001,NA,NA,NA,NA,NA,NA,,,,,5.1.1,NA,NA,NA,,,,NA,NA,NA,,,NA,NA,NA,NA,,,N,12,12,,open,open,INN
