STATE,DISTRICT,DISTRICT_NS,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NBCHAP_13,QTR_ENDED,DATE,FISCAL_YEAR
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,14409,12443,41,16,1909,200,125,38,16,21,14209,12318,3,1888,09/30/98,1998-09-30,1998
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,24485,20017,73,10,4384,415,282,71,10,51,24070,19735,2,4333,09/30/98,1998-09-30,1998
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,12996,10950,23,8,2015,289,225,23,8,33,12707,10725,0,1982,09/30/98,1998-09-30,1998
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,6407,5831,53,30,493,850,698,50,30,72,5557,5133,3,421,09/30/98,1998-09-30,1998
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,10535,5839,31,9,4656,253,128,27,9,89,10282,5711,4,4567,09/30/98,1998-09-30,1998
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,6251,4438,18,6,1789,219,120,15,6,78,6032,4318,3,1711,09/30/98,1998-09-30,1998
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,3896,3760,12,6,118,198,163,10,6,19,3698,3597,2,99,09/30/98,1998-09-30,1998
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,5713,5216,14,2,481,114,94,12,2,6,5599,5122,2,475,09/30/98,1998-09-30,1998
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,19172,14689,44,26,4413,2152,1641,44,26,441,17020,13048,0,3972,09/30/98,1998-09-30,1998
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,16021,10249,31,5,5736,260,185,29,5,41,15761,10064,2,5695,09/30/98,1998-09-30,1998
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,11847,10098,46,9,1693,247,156,42,9,39,11600,9942,4,1654,09/30/98,1998-09-30,1998
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,6159,5206,17,53,883,179,93,16,53,17,5980,5113,1,866,09/30/98,1998-09-30,1998
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,2157,2039,3,39,76,98,48,3,39,8,2059,1991,0,68,09/30/98,1998-09-30,1998
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,2303,2137,10,37,119,178,96,10,37,35,2125,2041,0,84,09/30/98,1998-09-30,1998
ALASKA,ALASKA,AK,NINTH CIRCUIT,1466,1310,13,0,143,138,96,12,0,30,1328,1214,1,113,09/30/98,1998-09-30,1998
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,24163,19225,306,8,4624,733,349,266,8,110,23430,18876,40,4514,09/30/98,1998-09-30,1998
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,34279,25135,250,1,8891,1719,858,204,1,654,32560,24277,46,8237,09/30/98,1998-09-30,1998
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,38468,33209,152,32,5074,2211,1541,137,32,500,36257,31668,15,4574,09/30/98,1998-09-30,1998
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,120548,98674,651,2,21217,5269,3803,561,2,899,115279,94871,90,20318,09/30/98,1998-09-30,1998
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,19027,14364,69,0,4593,158,100,54,0,3,18869,14264,15,4590,09/30/98,1998-09-30,1998
HAWAII,HAWAII,HI,NINTH CIRCUIT,5522,4972,27,0,521,127,92,25,0,8,5395,4880,2,513,09/30/98,1998-09-30,1998
IDAHO,IDAHO,ID,NINTH CIRCUIT,7545,5844,59,47,1595,478,217,57,47,157,7067,5627,2,1438,09/30/98,1998-09-30,1998
MONTANA,MONTANA,MT,NINTH CIRCUIT,3777,3075,16,13,673,180,135,13,13,19,3597,2940,3,654,09/30/98,1998-09-30,1998
NEVADA,NEVADA,NV,NINTH CIRCUIT,15221,11034,169,1,4016,443,205,164,1,72,14778,10829,5,3944,09/30/98,1998-09-30,1998
OREGON,OREGON,OR,NINTH CIRCUIT,17881,14549,53,5,3273,2456,1788,50,5,612,15425,12761,3,2661,09/30/98,1998-09-30,1998
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,7562,6263,46,6,1247,381,240,42,6,93,7181,6023,4,1154,09/30/98,1998-09-30,1998
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,25902,21177,198,4,4523,681,394,173,4,110,25221,20783,25,4413,09/30/98,1998-09-30,1998
GUAM,GUAM,GUAM,NINTH CIRCUIT,108,87,4,0,17,22,17,3,0,2,86,70,1,15,09/30/98,1998-09-30,1998
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,9,7,2,0,0,5,3,2,0,0,4,4,0,0,09/30/98,1998-09-30,1998
COLORADO,COLORADO,CO,TENTH CIRCUIT,18480,15601,63,10,2806,407,301,63,10,33,18073,15300,0,2773,09/30/98,1998-09-30,1998
KANSAS,KANSAS,KS,TENTH CIRCUIT,13190,10419,68,25,2678,295,170,57,25,43,12895,10249,11,2635,09/30/98,1998-09-30,1998
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,7851,5735,34,4,2078,297,187,32,4,74,7554,5548,2,2004,09/30/98,1998-09-30,1998
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,5464,4610,35,2,817,522,395,31,2,94,4942,4215,4,723,09/30/98,1998-09-30,1998
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,3797,3546,11,6,234,144,114,10,6,14,3653,3432,1,220,09/30/98,1998-09-30,1998
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,12862,10126,31,21,2684,306,214,31,21,40,12556,9912,0,2644,09/30/98,1998-09-30,1998
UTAH,UTAH,UT,TENTH CIRCUIT,13854,7898,67,10,5878,471,274,65,10,121,13383,7624,2,5757,09/30/98,1998-09-30,1998
WYOMING,WYOMING,WY,TENTH CIRCUIT,2154,1903,21,4,226,94,50,20,4,20,2060,1853,1,206,09/30/98,1998-09-30,1998
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,21642,7746,98,5,13792,396,162,87,5,141,21246,7584,11,13651,09/30/98,1998-09-30,1998
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,6697,2934,15,6,3742,203,123,14,6,60,6494,2811,1,3682,09/30/98,1998-09-30,1998
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,4770,2216,15,0,2539,69,36,9,0,24,4701,2180,6,2515,09/30/98,1998-09-30,1998
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,5287,4406,15,5,861,110,64,15,5,26,5177,4342,0,835,09/30/98,1998-09-30,1998
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,44363,34415,317,8,9623,1137,642,288,8,199,43226,33773,29,9424,09/30/98,1998-09-30,1998
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,28476,21400,295,3,6776,751,446,269,3,31,27725,20954,26,6745,09/30/98,1998-09-30,1998
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,34606,14052,153,4,20397,914,368,129,4,413,33692,13684,24,19984,09/30/98,1998-09-30,1998
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,14955,5673,24,38,9220,164,62,23,38,41,14791,5611,1,9179,09/30/98,1998-09-30,1998
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,12658,2955,41,5,9657,225,80,40,5,100,12433,2875,1,9557,09/30/98,1998-09-30,1998
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,2709,1823,41,0,845,88,40,37,0,11,2621,1783,4,834,09/30/99,1999-09-30,1999
MAINE,MAINE,ME,FIRST CIRCUIT,4299,3963,9,2,325,217,155,9,2,51,4082,3808,0,274,09/30/99,1999-09-30,1999
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,19732,17008,199,0,2523,596,349,198,0,47,19136,16659,1,2476,09/30/99,1999-09-30,1999
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,4375,4045,25,0,303,383,324,25,0,32,3992,3721,0,271,09/30/99,1999-09-30,1999
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,5177,4856,12,0,309,110,94,11,0,5,5067,4762,1,304,09/30/99,1999-09-30,1999
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,17427,5283,76,0,12068,147,71,57,0,19,17280,5212,19,12049,09/30/99,1999-09-30,1999
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,12395,10844,88,2,1461,142,74,66,2,0,12253,10770,22,1461,09/30/99,1999-09-30,1999
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,15176,12752,41,14,2368,396,255,37,14,89,14780,12497,4,2279,09/30/99,1999-09-30,1999
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,28260,22564,235,0,5461,383,172,202,0,9,27877,22392,33,5452,09/30/99,1999-09-30,1999
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,15831,13696,401,3,1722,589,206,360,3,11,15242,13490,41,1711,09/30/99,1999-09-30,1999
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,11878,8934,46,6,2892,600,405,45,6,144,11278,8529,1,2748,09/30/99,1999-09-30,1999
VERMONT,VERMONT,VT,SECOND CIRCUIT,1837,1678,16,9,133,86,50,16,9,10,1751,1628,0,123,09/30/99,1999-09-30,1999
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,4168,1700,1700,0,768,1703,24,1678,0,1,2465,1676,22,767,09/30/99,1999-09-30,1999
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,42449,28644,449,3,13352,890,491,390,3,5,41559,28153,59,13347,09/30/99,1999-09-30,1999
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,22329,13276,129,4,8919,352,207,118,4,22,21977,13069,11,8897,09/30/99,1999-09-30,1999
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,10175,8322,53,3,1797,700,454,50,3,193,9475,7868,3,1604,09/30/99,1999-09-30,1999
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,12127,10625,124,8,1370,403,265,108,8,22,11724,10360,16,1348,09/30/99,1999-09-30,1999
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,75,51,9,0,15,13,5,8,0,0,62,46,1,15,09/30/99,1999-09-30,1999
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,32931,23247,156,2,9526,827,512,136,2,177,32104,22735,20,9349,09/30/99,1999-09-30,1999
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,10697,4839,24,8,5826,250,138,20,8,84,10447,4701,4,5742,09/30/99,1999-09-30,1999
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,8587,2867,14,1,5705,111,93,13,1,4,8476,2774,1,5701,09/30/99,1999-09-30,1999
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,6919,3122,20,3,3774,62,40,19,3,0,6857,3082,1,3774,09/30/99,1999-09-30,1999
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,11479,5783,70,8,5618,203,105,60,8,30,11276,5678,10,5588,09/30/99,1999-09-30,1999
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,29286,21103,150,5,8028,361,199,117,5,40,28925,20904,33,7988,09/30/99,1999-09-30,1999
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,10353,8522,29,3,1799,489,389,27,3,70,9864,8133,2,1729,09/30/99,1999-09-30,1999
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,3329,3138,12,0,179,111,89,10,0,12,3218,3049,2,167,09/30/99,1999-09-30,1999
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,4844,4561,40,0,243,138,91,34,0,13,4706,4470,6,230,09/30/99,1999-09-30,1999
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,7514,4860,70,2,2582,113,48,63,2,0,7401,4812,7,2582,09/30/99,1999-09-30,1999
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,2749,1937,12,0,800,29,15,12,0,2,2720,1922,0,798,09/30/99,1999-09-30,1999
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,12576,5804,33,18,6721,424,254,29,18,123,12152,5550,4,6598,09/30/99,1999-09-30,1999
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,5993,3671,26,24,2272,141,78,24,24,15,5852,3593,2,2257,09/30/99,1999-09-30,1999
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,11890,6900,28,0,4962,57,38,18,0,1,11833,6862,10,4961,09/30/99,1999-09-30,1999
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,22205,11748,213,38,10206,981,551,211,38,181,21224,11197,2,10025,09/30/99,1999-09-30,1999
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,9339,4601,53,10,4674,294,143,51,10,89,9045,4458,2,4585,09/30/99,1999-09-30,1999
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,18103,10574,205,9,7315,633,301,196,9,127,17470,10273,9,7188,09/30/99,1999-09-30,1999
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,16952,9751,126,9,7064,429,244,122,9,52,16523,9507,4,7012,09/30/99,1999-09-30,1999
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,9102,7892,26,5,1179,155,101,26,5,23,8947,7791,0,1156,09/30/99,1999-09-30,1999
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,11899,9567,33,16,2283,144,85,32,16,11,11755,9482,1,2272,09/30/99,1999-09-30,1999
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,25962,18776,149,7,7030,377,206,142,7,22,25585,18570,7,7008,09/30/99,1999-09-30,1999
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,11609,8699,51,9,2850,282,162,50,9,61,11327,8537,1,2789,09/30/99,1999-09-30,1999
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,28100,22930,41,2,5127,740,571,40,2,127,27360,22359,1,5000,09/30/99,1999-09-30,1999
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,26544,20174,57,9,6304,421,245,55,9,112,26123,19929,2,6192,09/30/99,1999-09-30,1999
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,14934,8408,60,6,6460,277,147,58,6,66,14657,8261,2,6394,09/30/99,1999-09-30,1999
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,11032,6358,113,5,4556,255,132,85,5,33,10777,6226,28,4523,09/30/99,1999-09-30,1999
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,20894,5519,200,2,15173,325,85,193,2,45,20569,5434,7,15128,09/30/99,1999-09-30,1999
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,46038,31591,186,6,14255,551,366,167,6,12,45487,31225,19,14243,09/30/99,1999-09-30,1999
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,11831,10187,17,46,1581,151,79,17,46,9,11680,10108,0,1572,09/30/99,1999-09-30,1999
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,7407,5496,23,16,1872,692,506,21,16,149,6715,4990,2,1723,09/30/99,1999-09-30,1999
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,14406,12349,35,9,2013,160,97,32,9,22,14246,12252,3,1991,09/30/99,1999-09-30,1999
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,24020,19394,83,6,4537,372,259,73,6,34,23648,19135,10,4503,09/30/99,1999-09-30,1999
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,12637,10623,23,5,1986,222,170,23,5,24,12415,10453,0,1962,09/30/99,1999-09-30,1999
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,6008,5463,40,22,482,704,565,36,22,80,5304,4898,4,402,09/30/99,1999-09-30,1999
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,10423,5730,20,3,4670,154,76,18,3,57,10269,5654,2,4613,09/30/99,1999-09-30,1999
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,6200,4397,14,5,1784,144,87,13,5,39,6056,4310,1,1745,09/30/99,1999-09-30,1999
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,3557,3417,7,10,123,124,101,6,10,7,3433,3316,1,116,09/30/99,1999-09-30,1999
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,5079,4643,6,7,423,84,67,6,7,4,4995,4576,0,419,09/30/99,1999-09-30,1999
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,16573,13016,40,22,3495,1585,1248,40,22,275,14988,11768,0,3220,09/30/99,1999-09-30,1999
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,16402,10381,38,7,5976,217,138,35,7,37,16185,10243,3,5939,09/30/99,1999-09-30,1999
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,11244,9456,48,8,1732,138,73,48,8,9,11106,9383,0,1723,09/30/99,1999-09-30,1999
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,5662,4732,31,73,826,139,34,27,73,5,5523,4698,4,821,09/30/99,1999-09-30,1999
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,2120,2000,6,32,82,93,47,6,32,8,2027,1953,0,74,09/30/99,1999-09-30,1999
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,2264,2135,2,35,92,173,118,2,35,18,2091,2017,0,74,09/30/99,1999-09-30,1999
ALASKA,ALASKA,AK,NINTH CIRCUIT,1513,1370,15,0,128,119,79,15,0,25,1394,1291,0,103,09/30/99,1999-09-30,1999
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,23205,18835,243,2,4125,725,391,212,2,120,22480,18444,31,4005,09/30/99,1999-09-30,1999
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,29007,21270,230,7,7498,1242,636,198,7,399,27765,20634,32,7099,09/30/99,1999-09-30,1999
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,36174,31078,110,23,4962,1287,896,103,23,264,34887,30182,7,4698,09/30/99,1999-09-30,1999
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,107873,87683,512,2,19676,2901,2115,448,2,336,104972,85568,64,19340,09/30/99,1999-09-30,1999
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,16751,12894,61,1,3795,193,130,53,1,9,16558,12764,8,3786,09/30/99,1999-09-30,1999
HAWAII,HAWAII,HI,NINTH CIRCUIT,5725,5204,31,0,489,98,65,28,0,4,5627,5139,3,485,09/30/99,1999-09-30,1999
IDAHO,IDAHO,ID,NINTH CIRCUIT,7287,5779,40,24,1443,338,198,37,24,78,6949,5581,3,1365,09/30/99,1999-09-30,1999
MONTANA,MONTANA,MT,NINTH CIRCUIT,3469,2952,8,5,504,113,101,5,5,2,3356,2851,3,502,09/30/99,1999-09-30,1999
NEVADA,NEVADA,NV,NINTH CIRCUIT,15043,11059,107,5,3872,315,171,97,5,42,14728,10888,10,3830,09/30/99,1999-09-30,1999
OREGON,OREGON,OR,NINTH CIRCUIT,18401,15220,47,2,3131,2944,2188,46,2,707,15457,13032,1,2424,09/30/99,1999-09-30,1999
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,7791,6134,39,14,1604,344,250,37,14,43,7447,5884,2,1561,09/30/99,1999-09-30,1999
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,24071,19237,175,1,4658,355,162,160,1,32,23716,19075,15,4626,09/30/99,1999-09-30,1999
GUAM,GUAM,GUAM,NINTH CIRCUIT,111,96,2,0,13,20,16,2,0,2,91,80,0,11,09/30/99,1999-09-30,1999
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,18,17,1,0,0,8,7,1,0,0,10,10,0,0,09/30/99,1999-09-30,1999
COLORADO,COLORADO,CO,TENTH CIRCUIT,16809,14149,75,18,2567,360,253,74,18,15,16449,13896,1,2552,09/30/99,1999-09-30,1999
KANSAS,KANSAS,KS,TENTH CIRCUIT,11862,9436,31,25,2370,199,126,24,25,24,11663,9310,7,2346,09/30/99,1999-09-30,1999
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,7494,6255,36,5,1198,546,430,32,5,79,6948,5825,4,1119,09/30/99,1999-09-30,1999
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,5220,4467,12,1,740,333,264,12,1,56,4887,4203,0,684,09/30/99,1999-09-30,1999
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,3652,3343,9,13,287,103,66,9,13,15,3549,3277,0,272,09/30/99,1999-09-30,1999
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,11945,9757,33,22,2133,276,188,31,22,35,11669,9569,2,2098,09/30/99,1999-09-30,1999
UTAH,UTAH,UT,TENTH CIRCUIT,13942,8540,51,10,5341,444,250,48,10,136,13498,8290,3,5205,09/30/99,1999-09-30,1999
WYOMING,WYOMING,WY,TENTH CIRCUIT,2090,1927,15,5,143,74,44,14,5,11,2016,1883,1,132,09/30/99,1999-09-30,1999
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,19346,7516,60,4,11766,292,132,48,4,108,19054,7384,12,11658,09/30/99,1999-09-30,1999
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,6649,2730,13,3,3903,142,73,13,3,53,6507,2657,0,3850,09/30/99,1999-09-30,1999
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,4685,2083,21,1,2580,40,21,17,1,1,4645,2062,4,2579,09/30/99,1999-09-30,1999
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,5059,4124,24,3,908,61,32,20,3,6,4998,4092,4,902,09/30/99,1999-09-30,1999
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,43468,32476,300,14,10678,1005,603,269,14,119,42463,31873,31,10559,09/30/99,1999-09-30,1999
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,29080,21329,213,2,7533,624,420,190,2,9,28456,20909,23,7524,09/30/99,1999-09-30,1999
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,32296,13457,123,1,18715,695,324,109,1,261,31601,13133,14,18454,09/30/99,1999-09-30,1999
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,14330,5678,37,28,8587,168,67,35,28,38,14162,5611,2,8549,09/30/99,1999-09-30,1999
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11898,2771,25,3,9099,131,67,23,3,38,11767,2704,2,9061,09/30/99,1999-09-30,1999
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,2501,1616,37,0,848,67,21,34,0,12,2434,1595,3,836,09/30/00,2000-09-30,2000
MAINE,MAINE,ME,FIRST CIRCUIT,4036,3724,18,2,292,171,128,18,2,23,3865,3596,0,269,09/30/00,2000-09-30,2000
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,16125,13790,144,1,2190,426,264,144,1,17,15699,13526,0,2173,09/30/00,2000-09-30,2000
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,3784,3470,17,1,296,323,296,17,1,9,3461,3174,0,287,09/30/00,2000-09-30,2000
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,4702,4367,17,0,318,87,68,17,0,2,4615,4299,0,316,09/30/00,2000-09-30,2000
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,15740,4610,59,3,11068,232,83,46,3,100,15508,4527,13,10968,09/30/00,2000-09-30,2000
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,10968,9491,66,0,1411,118,68,50,0,0,10850,9423,16,1411,09/30/00,2000-09-30,2000
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,13492,11091,54,16,2330,407,243,49,16,98,13085,10848,5,2232,09/30/00,2000-09-30,2000
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,23022,18114,246,0,4662,352,132,213,0,7,22670,17982,33,4655,09/30/00,2000-09-30,2000
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,12690,10637,471,1,1578,628,178,438,1,8,12062,10459,33,1570,09/30/00,2000-09-30,2000
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,10798,8012,41,3,2740,461,327,36,3,93,10337,7685,5,2647,09/30/00,2000-09-30,2000
VERMONT,VERMONT,VT,SECOND CIRCUIT,1497,1354,10,3,130,64,37,10,3,14,1433,1317,0,116,09/30/00,2000-09-30,2000
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,4849,1563,2492,0,794,2527,37,2487,0,3,2322,1526,5,791,09/30/00,2000-09-30,2000
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,37956,24205,367,2,13382,708,406,298,2,2,37248,23799,69,13380,09/30/00,2000-09-30,2000
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,21255,11753,179,1,9322,328,152,159,1,16,20927,11601,20,9306,09/30/00,2000-09-30,2000
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,10425,8183,74,3,2165,756,470,68,3,215,9669,7713,6,1950,09/30/00,2000-09-30,2000
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,12416,10513,131,10,1762,360,224,112,10,14,12056,10289,19,1748,09/30/00,2000-09-30,2000
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,60,47,3,0,10,8,6,1,0,1,52,41,2,9,09/30/00,2000-09-30,2000
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,30833,20980,168,0,9685,697,438,156,0,103,30136,20542,12,9582,09/30/00,2000-09-30,2000
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,10433,4846,62,5,5520,270,126,55,5,84,10163,4720,7,5436,09/30/00,2000-09-30,2000
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,9118,3115,20,2,5981,116,90,20,2,4,9002,3025,0,5977,09/30/00,2000-09-30,2000
